 schemaname |            tablename             |               indexname                |                                                                              indexdef                                                                              
 public     | mdl_tool_mfa_auth                | mdl_toolmfaauth_use_ix                 | CREATE INDEX mdl_toolmfaauth_use_ix ON public.mdl_tool_mfa_auth USING btree (userid)
 public     | mdl_tool_mfa_secrets             | mdl_toolmfasecr_exp_ix                 | CREATE INDEX mdl_toolmfasecr_exp_ix ON public.mdl_tool_mfa_secrets USING btree (expiry)
 public     | mdl_tool_mfa_secrets             | mdl_toolmfasecr_fac_ix                 | CREATE INDEX mdl_toolmfasecr_fac_ix ON public.mdl_tool_mfa_secrets USING btree (factor)
 public     | mdl_tool_mfa_secrets             | mdl_toolmfasecr_id_pk                  | CREATE UNIQUE INDEX mdl_toolmfasecr_id_pk ON public.mdl_tool_mfa_secrets USING btree (id)
 public     | mdl_tool_mfa_secrets             | mdl_toolmfasecr_use_ix                 | CREATE INDEX mdl_toolmfasecr_use_ix ON public.mdl_tool_mfa_secrets USING btree (userid)
 public     | mdl_tool_monitor_events          | mdl_toolmonieven_con2_ix               | CREATE INDEX mdl_toolmonieven_con2_ix ON public.mdl_tool_monitor_events USING btree (contextinstanceid)
 public     | mdl_tool_monitor_events          | mdl_toolmonieven_con_ix                | CREATE INDEX mdl_toolmonieven_con_ix ON public.mdl_tool_monitor_events USING btree (contextid)
 public     | mdl_tool_monitor_events          | mdl_toolmonieven_cou_ix                | CREATE INDEX mdl_toolmonieven_cou_ix ON public.mdl_tool_monitor_events USING btree (courseid)
 public     | mdl_tool_monitor_events          | mdl_toolmonieven_id_pk                 | CREATE UNIQUE INDEX mdl_toolmonieven_id_pk ON public.mdl_tool_monitor_events USING btree (id)
 public     | mdl_tool_monitor_history         | mdl_toolmonihist_id_pk                 | CREATE UNIQUE INDEX mdl_toolmonihist_id_pk ON public.mdl_tool_monitor_history USING btree (id)
 public     | mdl_tool_monitor_history         | mdl_toolmonihist_sid_ix                | CREATE INDEX mdl_toolmonihist_sid_ix ON public.mdl_tool_monitor_history USING btree (sid)
 public     | mdl_tool_monitor_history         | mdl_toolmonihist_sidusetim_uix         | CREATE UNIQUE INDEX mdl_toolmonihist_sidusetim_uix ON public.mdl_tool_monitor_history USING btree (sid, userid, timesent)
 public     | mdl_tool_monitor_rules           | mdl_toolmonirule_couuse_ix             | CREATE INDEX mdl_toolmonirule_couuse_ix ON public.mdl_tool_monitor_rules USING btree (courseid, userid)
 public     | mdl_tool_monitor_rules           | mdl_toolmonirule_eve_ix                | CREATE INDEX mdl_toolmonirule_eve_ix ON public.mdl_tool_monitor_rules USING btree (eventname)
 public     | mdl_tool_monitor_rules           | mdl_toolmonirule_id_pk                 | CREATE UNIQUE INDEX mdl_toolmonirule_id_pk ON public.mdl_tool_monitor_rules USING btree (id)
 public     | mdl_tool_monitor_subscriptions   | mdl_toolmonisubs_couuse_ix             | CREATE INDEX mdl_toolmonisubs_couuse_ix ON public.mdl_tool_monitor_subscriptions USING btree (courseid, userid)
 public     | mdl_tool_monitor_subscriptions   | mdl_toolmonisubs_id_pk                 | CREATE UNIQUE INDEX mdl_toolmonisubs_id_pk ON public.mdl_tool_monitor_subscriptions USING btree (id)
 public     | mdl_tool_monitor_subscriptions   | mdl_toolmonisubs_rul_ix                | CREATE INDEX mdl_toolmonisubs_rul_ix ON public.mdl_tool_monitor_subscriptions USING btree (ruleid)
 public     | mdl_tool_policy                  | mdl_toolpoli_cur_ix                    | CREATE INDEX mdl_toolpoli_cur_ix ON public.mdl_tool_policy USING btree (currentversionid)
 public     | mdl_tool_policy                  | mdl_toolpoli_id_pk                     | CREATE UNIQUE INDEX mdl_toolpoli_id_pk ON public.mdl_tool_policy USING btree (id)
 public     | mdl_tool_policy_acceptances      | mdl_toolpoliacce_id_pk                 | CREATE UNIQUE INDEX mdl_toolpoliacce_id_pk ON public.mdl_tool_policy_acceptances USING btree (id)
 public     | mdl_tool_policy_acceptances      | mdl_toolpoliacce_pol_ix                | CREATE INDEX mdl_toolpoliacce_pol_ix ON public.mdl_tool_policy_acceptances USING btree (policyversionid)
 public     | mdl_tool_policy_acceptances      | mdl_toolpoliacce_poluse_uix            | CREATE UNIQUE INDEX mdl_toolpoliacce_poluse_uix ON public.mdl_tool_policy_acceptances USING btree (policyversionid, userid)
 public     | mdl_tool_policy_acceptances      | mdl_toolpoliacce_use2_ix               | CREATE INDEX mdl_toolpoliacce_use2_ix ON public.mdl_tool_policy_acceptances USING btree (usermodified)
 public     | mdl_tool_policy_acceptances      | mdl_toolpoliacce_use_ix                | CREATE INDEX mdl_toolpoliacce_use_ix ON public.mdl_tool_policy_acceptances USING btree (userid)
 public     | mdl_tool_policy_versions         | mdl_toolpolivers_id_pk                 | CREATE UNIQUE INDEX mdl_toolpolivers_id_pk ON public.mdl_tool_policy_versions USING btree (id)
 public     | mdl_tool_policy_versions         | mdl_toolpolivers_pol_ix                | CREATE INDEX mdl_toolpolivers_pol_ix ON public.mdl_tool_policy_versions USING btree (policyid)
 public     | mdl_tool_policy_versions         | mdl_toolpolivers_use_ix                | CREATE INDEX mdl_toolpolivers_use_ix ON public.mdl_tool_policy_versions USING btree (usermodified)
 public     | mdl_tool_recyclebin_category     | mdl_toolrecycate_cat_ix                | CREATE INDEX mdl_toolrecycate_cat_ix ON public.mdl_tool_recyclebin_category USING btree (categoryid)
 public     | mdl_tool_recyclebin_category     | mdl_toolrecycate_id_pk                 | CREATE UNIQUE INDEX mdl_toolrecycate_id_pk ON public.mdl_tool_recyclebin_category USING btree (id)
 public     | mdl_tool_recyclebin_category     | mdl_toolrecycate_tim_ix                | CREATE INDEX mdl_toolrecycate_tim_ix ON public.mdl_tool_recyclebin_category USING btree (timecreated)
 public     | mdl_tool_recyclebin_course       | mdl_toolrecycour_cou_ix                | CREATE INDEX mdl_toolrecycour_cou_ix ON public.mdl_tool_recyclebin_course USING btree (courseid)
 public     | mdl_tool_recyclebin_course       | mdl_toolrecycour_id_pk                 | CREATE UNIQUE INDEX mdl_toolrecycour_id_pk ON public.mdl_tool_recyclebin_course USING btree (id)
 public     | mdl_tool_recyclebin_course       | mdl_toolrecycour_tim_ix                | CREATE INDEX mdl_toolrecycour_tim_ix ON public.mdl_tool_recyclebin_course USING btree (timecreated)
 public     | mdl_tool_usertours_steps         | mdl_tooluserstep_id_pk                 | CREATE UNIQUE INDEX mdl_tooluserstep_id_pk ON public.mdl_tool_usertours_steps USING btree (id)
 public     | mdl_tool_usertours_steps         | mdl_tooluserstep_tou_ix                | CREATE INDEX mdl_tooluserstep_tou_ix ON public.mdl_tool_usertours_steps USING btree (tourid)
 public     | mdl_tool_usertours_steps         | mdl_tooluserstep_tousor_ix             | CREATE INDEX mdl_tooluserstep_tousor_ix ON public.mdl_tool_usertours_steps USING btree (tourid, sortorder)
 public     | mdl_tool_usertours_tours         | mdl_toolusertour_id_pk                 | CREATE UNIQUE INDEX mdl_toolusertour_id_pk ON public.mdl_tool_usertours_tours USING btree (id)
 public     | mdl_upgrade_log                  | mdl_upgrlog_id_pk                      | CREATE UNIQUE INDEX mdl_upgrlog_id_pk ON public.mdl_upgrade_log USING btree (id)
 public     | mdl_upgrade_log                  | mdl_upgrlog_tim_ix                     | CREATE INDEX mdl_upgrlog_tim_ix ON public.mdl_upgrade_log USING btree (timemodified)
 public     | mdl_upgrade_log                  | mdl_upgrlog_typtim_ix                  | CREATE INDEX mdl_upgrlog_typtim_ix ON public.mdl_upgrade_log USING btree (type, timemodified)
 public     | mdl_upgrade_log                  | mdl_upgrlog_use_ix                     | CREATE INDEX mdl_upgrlog_use_ix ON public.mdl_upgrade_log USING btree (userid)
 public     | mdl_url                          | mdl_url_cou_ix                         | CREATE INDEX mdl_url_cou_ix ON public.mdl_url USING btree (course)
 public     | mdl_url                          | mdl_url_id_pk                          | CREATE UNIQUE INDEX mdl_url_id_pk ON public.mdl_url USING btree (id)
 public     | mdl_user                         | idx_mdl_user_lookup                    | CREATE INDEX idx_mdl_user_lookup ON public.mdl_user USING btree (id) WHERE (deleted = 0)
 public     | mdl_user                         | mdl_user_alt_ix                        | CREATE INDEX mdl_user_alt_ix ON public.mdl_user USING btree (alternatename)
 public     | mdl_user                         | mdl_user_aut_ix                        | CREATE INDEX mdl_user_aut_ix ON public.mdl_user USING btree (auth)
 public     | mdl_user                         | mdl_user_cit_ix                        | CREATE INDEX mdl_user_cit_ix ON public.mdl_user USING btree (city)
 public     | mdl_user                         | mdl_user_con_ix                        | CREATE INDEX mdl_user_con_ix ON public.mdl_user USING btree (confirmed)
 public     | mdl_user                         | mdl_user_cou_ix                        | CREATE INDEX mdl_user_cou_ix ON public.mdl_user USING btree (country)
 public     | mdl_user                         | mdl_user_del_ix                        | CREATE INDEX mdl_user_del_ix ON public.mdl_user USING btree (deleted)
 public     | mdl_user                         | mdl_user_del_sus_ix                    | CREATE INDEX mdl_user_del_sus_ix ON public.mdl_user USING btree (deleted, suspended) WHERE ((deleted = 0) AND (suspended = 0))
 public     | mdl_user                         | mdl_user_ema_ix                        | CREATE INDEX mdl_user_ema_ix ON public.mdl_user USING btree (email)
 public     | mdl_user                         | mdl_user_fir2_ix                       | CREATE INDEX mdl_user_fir2_ix ON public.mdl_user USING btree (firstnamephonetic)
 public     | mdl_user                         | mdl_user_fir_ix                        | CREATE INDEX mdl_user_fir_ix ON public.mdl_user USING btree (firstname)
 public     | mdl_user                         | mdl_user_fir_las_ix                    | CREATE INDEX mdl_user_fir_las_ix ON public.mdl_user USING btree (firstname, lastname)
 public     | mdl_user                         | mdl_user_id_pk                         | CREATE UNIQUE INDEX mdl_user_id_pk ON public.mdl_user USING btree (id)
 public     | mdl_user                         | mdl_user_idn_ix                        | CREATE INDEX mdl_user_idn_ix ON public.mdl_user USING btree (idnumber)
 public     | mdl_user                         | mdl_user_las2_ix                       | CREATE INDEX mdl_user_las2_ix ON public.mdl_user USING btree (lastaccess)
 public     | mdl_user                         | mdl_user_las3_ix                       | CREATE INDEX mdl_user_las3_ix ON public.mdl_user USING btree (lastnamephonetic)
 public     | mdl_user                         | mdl_user_las_ix                        | CREATE INDEX mdl_user_las_ix ON public.mdl_user USING btree (lastname)
 public     | mdl_user                         | mdl_user_lastlog_ix                    | CREATE INDEX mdl_user_lastlog_ix ON public.mdl_user USING btree (lastlogin DESC)
 public     | mdl_user                         | mdl_user_mid_ix                        | CREATE INDEX mdl_user_mid_ix ON public.mdl_user USING btree (middlename)
 public     | mdl_user                         | mdl_user_mneuse_uix                    | CREATE UNIQUE INDEX mdl_user_mneuse_uix ON public.mdl_user USING btree (mnethostid, username)
 public     | mdl_user                         | mdl_user_use_aut_del_ix                | CREATE INDEX mdl_user_use_aut_del_ix ON public.mdl_user USING btree (username, auth, deleted)
 public     | mdl_user_devices                 | mdl_userdevi_id_pk                     | CREATE UNIQUE INDEX mdl_userdevi_id_pk ON public.mdl_user_devices USING btree (id)
 public     | mdl_user_devices                 | mdl_userdevi_pususe_uix                | CREATE UNIQUE INDEX mdl_userdevi_pususe_uix ON public.mdl_user_devices USING btree (pushid, userid)
 public     | mdl_user_devices                 | mdl_userdevi_use_ix                    | CREATE INDEX mdl_userdevi_use_ix ON public.mdl_user_devices USING btree (userid)
 public     | mdl_user_devices                 | mdl_userdevi_uuiuse_ix                 | CREATE INDEX mdl_userdevi_uuiuse_ix ON public.mdl_user_devices USING btree (uuid, userid)
 public     | mdl_user_enrolments              | mdl_userenro_enr_ix                    | CREATE INDEX mdl_userenro_enr_ix ON public.mdl_user_enrolments USING btree (enrolid)
 public     | mdl_user_enrolments              | mdl_userenro_enruse_uix                | CREATE UNIQUE INDEX mdl_userenro_enruse_uix ON public.mdl_user_enrolments USING btree (enrolid, userid)
 public     | mdl_user_enrolments              | mdl_userenro_id_pk                     | CREATE UNIQUE INDEX mdl_userenro_id_pk ON public.mdl_user_enrolments USING btree (id)
 public     | mdl_user_enrolments              | mdl_userenro_mod_ix                    | CREATE INDEX mdl_userenro_mod_ix ON public.mdl_user_enrolments USING btree (modifierid)
 public     | mdl_user_enrolments              | mdl_userenro_use_ix                    | CREATE INDEX mdl_userenro_use_ix ON public.mdl_user_enrolments USING btree (userid)
 public     | mdl_user_info_category           | mdl_userinfocate_id_pk                 | CREATE UNIQUE INDEX mdl_userinfocate_id_pk ON public.mdl_user_info_category USING btree (id)
 public     | mdl_user_info_data               | mdl_userinfodata_id_pk                 | CREATE UNIQUE INDEX mdl_userinfodata_id_pk ON public.mdl_user_info_data USING btree (id)
 public     | mdl_user_info_data               | mdl_userinfodata_usefie_uix            | CREATE UNIQUE INDEX mdl_userinfodata_usefie_uix ON public.mdl_user_info_data USING btree (userid, fieldid)
 public     | mdl_user_info_field              | mdl_userinfofiel_id_pk                 | CREATE UNIQUE INDEX mdl_userinfofiel_id_pk ON public.mdl_user_info_field USING btree (id)
 public     | mdl_user_lastaccess              | mdl_userlast_cou_ix                    | CREATE INDEX mdl_userlast_cou_ix ON public.mdl_user_lastaccess USING btree (courseid)
 public     | mdl_user_lastaccess              | mdl_userlast_id_pk                     | CREATE UNIQUE INDEX mdl_userlast_id_pk ON public.mdl_user_lastaccess USING btree (id)
 public     | mdl_user_lastaccess              | mdl_userlast_use_ix                    | CREATE INDEX mdl_userlast_use_ix ON public.mdl_user_lastaccess USING btree (userid)
 public     | mdl_user_lastaccess              | mdl_userlast_usecou_uix                | CREATE UNIQUE INDEX mdl_userlast_usecou_uix ON public.mdl_user_lastaccess USING btree (userid, courseid)
 public     | mdl_user_password_history        | mdl_userpasshist_id_pk                 | CREATE UNIQUE INDEX mdl_userpasshist_id_pk ON public.mdl_user_password_history USING btree (id)
 public     | mdl_user_password_history        | mdl_userpasshist_use_ix                | CREATE INDEX mdl_userpasshist_use_ix ON public.mdl_user_password_history USING btree (userid)
 public     | mdl_user_password_resets         | mdl_userpassrese_id_pk                 | CREATE UNIQUE INDEX mdl_userpassrese_id_pk ON public.mdl_user_password_resets USING btree (id)
 public     | mdl_user_password_resets         | mdl_userpassrese_use_ix                | CREATE INDEX mdl_userpassrese_use_ix ON public.mdl_user_password_resets USING btree (userid)
 public     | mdl_user_preferences             | mdl_userpref_id_pk                     | CREATE UNIQUE INDEX mdl_userpref_id_pk ON public.mdl_user_preferences USING btree (id)
 public     | mdl_user_preferences             | mdl_userpref_nam_ix                    | CREATE INDEX mdl_userpref_nam_ix ON public.mdl_user_preferences USING btree (name)
 public     | mdl_user_preferences             | mdl_userpref_usenam_uix                | CREATE UNIQUE INDEX mdl_userpref_usenam_uix ON public.mdl_user_preferences USING btree (userid, name)
