 schemaname |            tablename             |               indexname                |                                                                              indexdef                                                                              
 public     | mdl_grade_settings               | mdl_gradsett_cou_ix                    | CREATE INDEX mdl_gradsett_cou_ix ON public.mdl_grade_settings USING btree (courseid)
 public     | mdl_grade_settings               | mdl_gradsett_counam_uix                | CREATE UNIQUE INDEX mdl_gradsett_counam_uix ON public.mdl_grade_settings USING btree (courseid, name)
 public     | mdl_grade_settings               | mdl_gradsett_id_pk                     | CREATE UNIQUE INDEX mdl_gradsett_id_pk ON public.mdl_grade_settings USING btree (id)
 public     | mdl_gradepenalty_duedate_rule    | mdl_gradduedrule_con_ix                | CREATE INDEX mdl_gradduedrule_con_ix ON public.mdl_gradepenalty_duedate_rule USING btree (contextid)
 public     | mdl_gradepenalty_duedate_rule    | mdl_gradduedrule_id_pk                 | CREATE UNIQUE INDEX mdl_gradduedrule_id_pk ON public.mdl_gradepenalty_duedate_rule USING btree (id)
 public     | mdl_gradepenalty_duedate_rule    | mdl_gradduedrule_use_ix                | CREATE INDEX mdl_gradduedrule_use_ix ON public.mdl_gradepenalty_duedate_rule USING btree (usermodified)
 public     | mdl_grading_areas                | mdl_gradarea_con_ix                    | CREATE INDEX mdl_gradarea_con_ix ON public.mdl_grading_areas USING btree (contextid)
 public     | mdl_grading_areas                | mdl_gradarea_concomare_uix             | CREATE UNIQUE INDEX mdl_gradarea_concomare_uix ON public.mdl_grading_areas USING btree (contextid, component, areaname)
 public     | mdl_grading_areas                | mdl_gradarea_id_pk                     | CREATE UNIQUE INDEX mdl_gradarea_id_pk ON public.mdl_grading_areas USING btree (id)
 public     | mdl_grading_definitions          | mdl_graddefi_are_ix                    | CREATE INDEX mdl_graddefi_are_ix ON public.mdl_grading_definitions USING btree (areaid)
 public     | mdl_grading_definitions          | mdl_graddefi_aremet_uix                | CREATE UNIQUE INDEX mdl_graddefi_aremet_uix ON public.mdl_grading_definitions USING btree (areaid, method)
 public     | mdl_grading_definitions          | mdl_graddefi_id_pk                     | CREATE UNIQUE INDEX mdl_graddefi_id_pk ON public.mdl_grading_definitions USING btree (id)
 public     | mdl_grading_definitions          | mdl_graddefi_use2_ix                   | CREATE INDEX mdl_graddefi_use2_ix ON public.mdl_grading_definitions USING btree (usercreated)
 public     | mdl_grading_definitions          | mdl_graddefi_use_ix                    | CREATE INDEX mdl_graddefi_use_ix ON public.mdl_grading_definitions USING btree (usermodified)
 public     | mdl_grading_instances            | mdl_gradinst_def_ix                    | CREATE INDEX mdl_gradinst_def_ix ON public.mdl_grading_instances USING btree (definitionid)
 public     | mdl_grading_instances            | mdl_gradinst_id_pk                     | CREATE UNIQUE INDEX mdl_gradinst_id_pk ON public.mdl_grading_instances USING btree (id)
 public     | mdl_grading_instances            | mdl_gradinst_rat_ix                    | CREATE INDEX mdl_gradinst_rat_ix ON public.mdl_grading_instances USING btree (raterid)
 public     | mdl_gradingform_guide_comments   | mdl_gradguidcomm_def_ix                | CREATE INDEX mdl_gradguidcomm_def_ix ON public.mdl_gradingform_guide_comments USING btree (definitionid)
 public     | mdl_gradingform_guide_comments   | mdl_gradguidcomm_id_pk                 | CREATE UNIQUE INDEX mdl_gradguidcomm_id_pk ON public.mdl_gradingform_guide_comments USING btree (id)
 public     | mdl_gradingform_guide_criteria   | mdl_gradguidcrit_def_ix                | CREATE INDEX mdl_gradguidcrit_def_ix ON public.mdl_gradingform_guide_criteria USING btree (definitionid)
 public     | mdl_gradingform_guide_criteria   | mdl_gradguidcrit_id_pk                 | CREATE UNIQUE INDEX mdl_gradguidcrit_id_pk ON public.mdl_gradingform_guide_criteria USING btree (id)
 public     | mdl_gradingform_guide_fillings   | mdl_gradguidfill_cri_ix                | CREATE INDEX mdl_gradguidfill_cri_ix ON public.mdl_gradingform_guide_fillings USING btree (criterionid)
 public     | mdl_gradingform_guide_fillings   | mdl_gradguidfill_id_pk                 | CREATE UNIQUE INDEX mdl_gradguidfill_id_pk ON public.mdl_gradingform_guide_fillings USING btree (id)
 public     | mdl_gradingform_guide_fillings   | mdl_gradguidfill_ins_ix                | CREATE INDEX mdl_gradguidfill_ins_ix ON public.mdl_gradingform_guide_fillings USING btree (instanceid)
 public     | mdl_gradingform_guide_fillings   | mdl_gradguidfill_inscri_uix            | CREATE UNIQUE INDEX mdl_gradguidfill_inscri_uix ON public.mdl_gradingform_guide_fillings USING btree (instanceid, criterionid)
 public     | mdl_gradingform_rubric_criteria  | mdl_gradrubrcrit_def_ix                | CREATE INDEX mdl_gradrubrcrit_def_ix ON public.mdl_gradingform_rubric_criteria USING btree (definitionid)
 public     | mdl_gradingform_rubric_criteria  | mdl_gradrubrcrit_id_pk                 | CREATE UNIQUE INDEX mdl_gradrubrcrit_id_pk ON public.mdl_gradingform_rubric_criteria USING btree (id)
 public     | mdl_gradingform_rubric_fillings  | mdl_gradrubrfill_cri_ix                | CREATE INDEX mdl_gradrubrfill_cri_ix ON public.mdl_gradingform_rubric_fillings USING btree (criterionid)
 public     | mdl_gradingform_rubric_fillings  | mdl_gradrubrfill_id_pk                 | CREATE UNIQUE INDEX mdl_gradrubrfill_id_pk ON public.mdl_gradingform_rubric_fillings USING btree (id)
 public     | mdl_gradingform_rubric_fillings  | mdl_gradrubrfill_ins_ix                | CREATE INDEX mdl_gradrubrfill_ins_ix ON public.mdl_gradingform_rubric_fillings USING btree (instanceid)
 public     | mdl_gradingform_rubric_fillings  | mdl_gradrubrfill_inscri_uix            | CREATE UNIQUE INDEX mdl_gradrubrfill_inscri_uix ON public.mdl_gradingform_rubric_fillings USING btree (instanceid, criterionid)
 public     | mdl_gradingform_rubric_fillings  | mdl_gradrubrfill_lev_ix                | CREATE INDEX mdl_gradrubrfill_lev_ix ON public.mdl_gradingform_rubric_fillings USING btree (levelid)
 public     | mdl_gradingform_rubric_levels    | mdl_gradrubrleve_cri_ix                | CREATE INDEX mdl_gradrubrleve_cri_ix ON public.mdl_gradingform_rubric_levels USING btree (criterionid)
 public     | mdl_gradingform_rubric_levels    | mdl_gradrubrleve_id_pk                 | CREATE UNIQUE INDEX mdl_gradrubrleve_id_pk ON public.mdl_gradingform_rubric_levels USING btree (id)
 public     | mdl_groupings                    | mdl_grou_cou2_ix                       | CREATE INDEX mdl_grou_cou2_ix ON public.mdl_groupings USING btree (courseid)
 public     | mdl_groupings                    | mdl_grou_id3_pk                        | CREATE UNIQUE INDEX mdl_grou_id3_pk ON public.mdl_groupings USING btree (id)
 public     | mdl_groupings                    | mdl_grou_idn2_ix                       | CREATE INDEX mdl_grou_idn2_ix ON public.mdl_groupings USING btree (idnumber)
 public     | mdl_groupings_groups             | mdl_grougrou_gro2_ix                   | CREATE INDEX mdl_grougrou_gro2_ix ON public.mdl_groupings_groups USING btree (groupid)
 public     | mdl_groupings_groups             | mdl_grougrou_gro_ix                    | CREATE INDEX mdl_grougrou_gro_ix ON public.mdl_groupings_groups USING btree (groupingid)
 public     | mdl_groupings_groups             | mdl_grougrou_id_pk                     | CREATE UNIQUE INDEX mdl_grougrou_id_pk ON public.mdl_groupings_groups USING btree (id)
 public     | mdl_groups                       | mdl_grou_cou_ix                        | CREATE INDEX mdl_grou_cou_ix ON public.mdl_groups USING btree (courseid)
 public     | mdl_groups                       | mdl_grou_id_pk                         | CREATE UNIQUE INDEX mdl_grou_id_pk ON public.mdl_groups USING btree (id)
 public     | mdl_groups                       | mdl_grou_idn_ix                        | CREATE INDEX mdl_grou_idn_ix ON public.mdl_groups USING btree (idnumber)
 public     | mdl_groups_members               | mdl_groumemb_gro_ix                    | CREATE INDEX mdl_groumemb_gro_ix ON public.mdl_groups_members USING btree (groupid)
 public     | mdl_groups_members               | mdl_groumemb_id_pk                     | CREATE UNIQUE INDEX mdl_groumemb_id_pk ON public.mdl_groups_members USING btree (id)
 public     | mdl_groups_members               | mdl_groumemb_use_ix                    | CREATE INDEX mdl_groumemb_use_ix ON public.mdl_groups_members USING btree (userid)
 public     | mdl_groups_members               | mdl_groumemb_usegro_uix                | CREATE UNIQUE INDEX mdl_groumemb_usegro_uix ON public.mdl_groups_members USING btree (userid, groupid)
 public     | mdl_h5p                          | mdl_h5p_id_pk                          | CREATE UNIQUE INDEX mdl_h5p_id_pk ON public.mdl_h5p USING btree (id)
 public     | mdl_h5p                          | mdl_h5p_mai_ix                         | CREATE INDEX mdl_h5p_mai_ix ON public.mdl_h5p USING btree (mainlibraryid)
 public     | mdl_h5p                          | mdl_h5p_pat_ix                         | CREATE INDEX mdl_h5p_pat_ix ON public.mdl_h5p USING btree (pathnamehash)
 public     | mdl_h5p_contents_libraries       | mdl_h5pcontlibr_h5p_ix                 | CREATE INDEX mdl_h5pcontlibr_h5p_ix ON public.mdl_h5p_contents_libraries USING btree (h5pid)
 public     | mdl_h5p_contents_libraries       | mdl_h5pcontlibr_id_pk                  | CREATE UNIQUE INDEX mdl_h5pcontlibr_id_pk ON public.mdl_h5p_contents_libraries USING btree (id)
 public     | mdl_h5p_contents_libraries       | mdl_h5pcontlibr_lib_ix                 | CREATE INDEX mdl_h5pcontlibr_lib_ix ON public.mdl_h5p_contents_libraries USING btree (libraryid)
 public     | mdl_h5p_libraries                | mdl_h5plibr_id_pk                      | CREATE UNIQUE INDEX mdl_h5plibr_id_pk ON public.mdl_h5p_libraries USING btree (id)
 public     | mdl_h5p_libraries                | mdl_h5plibr_macmajminpatrun_ix         | CREATE INDEX mdl_h5plibr_macmajminpatrun_ix ON public.mdl_h5p_libraries USING btree (machinename, majorversion, minorversion, patchversion, runnable)
 public     | mdl_h5p_libraries_cachedassets   | mdl_h5plibrcach_id_pk                  | CREATE UNIQUE INDEX mdl_h5plibrcach_id_pk ON public.mdl_h5p_libraries_cachedassets USING btree (id)
 public     | mdl_h5p_libraries_cachedassets   | mdl_h5plibrcach_lib_ix                 | CREATE INDEX mdl_h5plibrcach_lib_ix ON public.mdl_h5p_libraries_cachedassets USING btree (libraryid)
 public     | mdl_h5p_library_dependencies     | mdl_h5plibrdepe_id_pk                  | CREATE UNIQUE INDEX mdl_h5plibrdepe_id_pk ON public.mdl_h5p_library_dependencies USING btree (id)
 public     | mdl_h5p_library_dependencies     | mdl_h5plibrdepe_lib_ix                 | CREATE INDEX mdl_h5plibrdepe_lib_ix ON public.mdl_h5p_library_dependencies USING btree (libraryid)
 public     | mdl_h5p_library_dependencies     | mdl_h5plibrdepe_req_ix                 | CREATE INDEX mdl_h5plibrdepe_req_ix ON public.mdl_h5p_library_dependencies USING btree (requiredlibraryid)
 public     | mdl_h5pactivity                  | mdl_h5pa_cou_ix                        | CREATE INDEX mdl_h5pa_cou_ix ON public.mdl_h5pactivity USING btree (course)
 public     | mdl_h5pactivity                  | mdl_h5pa_id_pk                         | CREATE UNIQUE INDEX mdl_h5pa_id_pk ON public.mdl_h5pactivity USING btree (id)
 public     | mdl_h5pactivity_attempts         | mdl_h5paatte_h5p_ix                    | CREATE INDEX mdl_h5paatte_h5p_ix ON public.mdl_h5pactivity_attempts USING btree (h5pactivityid)
 public     | mdl_h5pactivity_attempts         | mdl_h5paatte_h5ptim_ix                 | CREATE INDEX mdl_h5paatte_h5ptim_ix ON public.mdl_h5pactivity_attempts USING btree (h5pactivityid, timecreated)
 public     | mdl_h5pactivity_attempts         | mdl_h5paatte_h5puse_ix                 | CREATE INDEX mdl_h5paatte_h5puse_ix ON public.mdl_h5pactivity_attempts USING btree (h5pactivityid, userid)
 public     | mdl_h5pactivity_attempts         | mdl_h5paatte_h5puseatt_uix             | CREATE UNIQUE INDEX mdl_h5paatte_h5puseatt_uix ON public.mdl_h5pactivity_attempts USING btree (h5pactivityid, userid, attempt)
 public     | mdl_h5pactivity_attempts         | mdl_h5paatte_id_pk                     | CREATE UNIQUE INDEX mdl_h5paatte_id_pk ON public.mdl_h5pactivity_attempts USING btree (id)
 public     | mdl_h5pactivity_attempts         | mdl_h5paatte_tim_ix                    | CREATE INDEX mdl_h5paatte_tim_ix ON public.mdl_h5pactivity_attempts USING btree (timecreated)
 public     | mdl_h5pactivity_attempts_results | mdl_h5paatteresu_att_ix                | CREATE INDEX mdl_h5paatteresu_att_ix ON public.mdl_h5pactivity_attempts_results USING btree (attemptid)
 public     | mdl_h5pactivity_attempts_results | mdl_h5paatteresu_atttim_ix             | CREATE INDEX mdl_h5paatteresu_atttim_ix ON public.mdl_h5pactivity_attempts_results USING btree (attemptid, timecreated)
 public     | mdl_h5pactivity_attempts_results | mdl_h5paatteresu_id_pk                 | CREATE UNIQUE INDEX mdl_h5paatteresu_id_pk ON public.mdl_h5pactivity_attempts_results USING btree (id)
 public     | mdl_imscp                        | mdl_imsc_cou_ix                        | CREATE INDEX mdl_imsc_cou_ix ON public.mdl_imscp USING btree (course)
 public     | mdl_imscp                        | mdl_imsc_id_pk                         | CREATE UNIQUE INDEX mdl_imsc_id_pk ON public.mdl_imscp USING btree (id)
 public     | mdl_infected_files               | mdl_infefile_id_pk                     | CREATE UNIQUE INDEX mdl_infefile_id_pk ON public.mdl_infected_files USING btree (id)
 public     | mdl_infected_files               | mdl_infefile_use_ix                    | CREATE INDEX mdl_infefile_use_ix ON public.mdl_infected_files USING btree (userid)
 public     | mdl_label                        | mdl_labe_cou_ix                        | CREATE INDEX mdl_labe_cou_ix ON public.mdl_label USING btree (course)
 public     | mdl_label                        | mdl_labe_id_pk                         | CREATE UNIQUE INDEX mdl_labe_id_pk ON public.mdl_label USING btree (id)
 public     | mdl_lesson                       | mdl_less_cou_ix                        | CREATE INDEX mdl_less_cou_ix ON public.mdl_lesson USING btree (course)
 public     | mdl_lesson                       | mdl_less_id_pk                         | CREATE UNIQUE INDEX mdl_less_id_pk ON public.mdl_lesson USING btree (id)
 public     | mdl_lesson_answers               | mdl_lessansw_id_pk                     | CREATE UNIQUE INDEX mdl_lessansw_id_pk ON public.mdl_lesson_answers USING btree (id)
 public     | mdl_lesson_answers               | mdl_lessansw_les_ix                    | CREATE INDEX mdl_lessansw_les_ix ON public.mdl_lesson_answers USING btree (lessonid)
 public     | mdl_lesson_answers               | mdl_lessansw_pag_ix                    | CREATE INDEX mdl_lessansw_pag_ix ON public.mdl_lesson_answers USING btree (pageid)
 public     | mdl_lesson_attempts              | mdl_lessatte_ans_ix                    | CREATE INDEX mdl_lessatte_ans_ix ON public.mdl_lesson_attempts USING btree (answerid)
 public     | mdl_lesson_attempts              | mdl_lessatte_id_pk                     | CREATE UNIQUE INDEX mdl_lessatte_id_pk ON public.mdl_lesson_attempts USING btree (id)
 public     | mdl_lesson_attempts              | mdl_lessatte_les_ix                    | CREATE INDEX mdl_lessatte_les_ix ON public.mdl_lesson_attempts USING btree (lessonid)
 public     | mdl_lesson_attempts              | mdl_lessatte_pag_ix                    | CREATE INDEX mdl_lessatte_pag_ix ON public.mdl_lesson_attempts USING btree (pageid)
 public     | mdl_lesson_attempts              | mdl_lessatte_use_ix                    | CREATE INDEX mdl_lessatte_use_ix ON public.mdl_lesson_attempts USING btree (userid)
 public     | mdl_lesson_branch                | mdl_lessbran_id_pk                     | CREATE UNIQUE INDEX mdl_lessbran_id_pk ON public.mdl_lesson_branch USING btree (id)
 public     | mdl_lesson_branch                | mdl_lessbran_les_ix                    | CREATE INDEX mdl_lessbran_les_ix ON public.mdl_lesson_branch USING btree (lessonid)
 public     | mdl_lesson_branch                | mdl_lessbran_pag_ix                    | CREATE INDEX mdl_lessbran_pag_ix ON public.mdl_lesson_branch USING btree (pageid)
 public     | mdl_lesson_branch                | mdl_lessbran_use_ix                    | CREATE INDEX mdl_lessbran_use_ix ON public.mdl_lesson_branch USING btree (userid)
 public     | mdl_lesson_grades                | mdl_lessgrad_id_pk                     | CREATE UNIQUE INDEX mdl_lessgrad_id_pk ON public.mdl_lesson_grades USING btree (id)
 public     | mdl_lesson_grades                | mdl_lessgrad_les_ix                    | CREATE INDEX mdl_lessgrad_les_ix ON public.mdl_lesson_grades USING btree (lessonid)
 public     | mdl_lesson_grades                | mdl_lessgrad_use_ix                    | CREATE INDEX mdl_lessgrad_use_ix ON public.mdl_lesson_grades USING btree (userid)
 public     | mdl_lesson_overrides             | mdl_lessover_gro_ix                    | CREATE INDEX mdl_lessover_gro_ix ON public.mdl_lesson_overrides USING btree (groupid)
 public     | mdl_lesson_overrides             | mdl_lessover_id_pk                     | CREATE UNIQUE INDEX mdl_lessover_id_pk ON public.mdl_lesson_overrides USING btree (id)
 public     | mdl_lesson_overrides             | mdl_lessover_les_ix                    | CREATE INDEX mdl_lessover_les_ix ON public.mdl_lesson_overrides USING btree (lessonid)
 public     | mdl_lesson_overrides             | mdl_lessover_use_ix                    | CREATE INDEX mdl_lessover_use_ix ON public.mdl_lesson_overrides USING btree (userid)
 public     | mdl_lesson_pages                 | mdl_lesspage_id_pk                     | CREATE UNIQUE INDEX mdl_lesspage_id_pk ON public.mdl_lesson_pages USING btree (id)
 public     | mdl_lesson_pages                 | mdl_lesspage_les_ix                    | CREATE INDEX mdl_lesspage_les_ix ON public.mdl_lesson_pages USING btree (lessonid)
 public     | mdl_lesson_timer                 | mdl_lesstime_id_pk                     | CREATE UNIQUE INDEX mdl_lesstime_id_pk ON public.mdl_lesson_timer USING btree (id)
 public     | mdl_lesson_timer                 | mdl_lesstime_les_ix                    | CREATE INDEX mdl_lesstime_les_ix ON public.mdl_lesson_timer USING btree (lessonid)
 public     | mdl_lesson_timer                 | mdl_lesstime_use_ix                    | CREATE INDEX mdl_lesstime_use_ix ON public.mdl_lesson_timer USING btree (userid)
 public     | mdl_license                      | mdl_lice_id_pk                         | CREATE UNIQUE INDEX mdl_lice_id_pk ON public.mdl_license USING btree (id)
 public     | mdl_lock_db                      | mdl_lockdb_exp_ix                      | CREATE INDEX mdl_lockdb_exp_ix ON public.mdl_lock_db USING btree (expires)
 public     | mdl_lock_db                      | mdl_lockdb_id_pk                       | CREATE UNIQUE INDEX mdl_lockdb_id_pk ON public.mdl_lock_db USING btree (id)
 public     | mdl_lock_db                      | mdl_lockdb_own_ix                      | CREATE INDEX mdl_lockdb_own_ix ON public.mdl_lock_db USING btree (owner)
 public     | mdl_lock_db                      | mdl_lockdb_res_uix                     | CREATE UNIQUE INDEX mdl_lockdb_res_uix ON public.mdl_lock_db USING btree (resourcekey)
 public     | mdl_log                          | mdl_log_act_ix                         | CREATE INDEX mdl_log_act_ix ON public.mdl_log USING btree (action)
 public     | mdl_log                          | mdl_log_cmi_ix                         | CREATE INDEX mdl_log_cmi_ix ON public.mdl_log USING btree (cmid)
 public     | mdl_log                          | mdl_log_coumodact_ix                   | CREATE INDEX mdl_log_coumodact_ix ON public.mdl_log USING btree (course, module, action)
 public     | mdl_log                          | mdl_log_id_pk                          | CREATE UNIQUE INDEX mdl_log_id_pk ON public.mdl_log USING btree (id)
 public     | mdl_log                          | mdl_log_tim_ix                         | CREATE INDEX mdl_log_tim_ix ON public.mdl_log USING btree ("time")
 public     | mdl_log                          | mdl_log_usecou_ix                      | CREATE INDEX mdl_log_usecou_ix ON public.mdl_log USING btree (userid, course)
 public     | mdl_log_display                  | mdl_logdisp_id_pk                      | CREATE UNIQUE INDEX mdl_logdisp_id_pk ON public.mdl_log_display USING btree (id)
 public     | mdl_log_display                  | mdl_logdisp_modact_uix                 | CREATE UNIQUE INDEX mdl_logdisp_modact_uix ON public.mdl_log_display USING btree (module, action)
 public     | mdl_log_queries                  | mdl_logquer_id_pk                      | CREATE UNIQUE INDEX mdl_logquer_id_pk ON public.mdl_log_queries USING btree (id)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_con_ix                 | CREATE INDEX mdl_logsstanlog_con_ix ON public.mdl_logstore_standard_log USING btree (contextid)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_cou_ix                 | CREATE INDEX mdl_logsstanlog_cou_ix ON public.mdl_logstore_standard_log USING btree (courseid)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_couanotim_ix           | CREATE INDEX mdl_logsstanlog_couanotim_ix ON public.mdl_logstore_standard_log USING btree (courseid, anonymous, timecreated)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_id_pk                  | CREATE UNIQUE INDEX mdl_logsstanlog_id_pk ON public.mdl_logstore_standard_log USING btree (id)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_rea_ix                 | CREATE INDEX mdl_logsstanlog_rea_ix ON public.mdl_logstore_standard_log USING btree (realuserid)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_rel_ix                 | CREATE INDEX mdl_logsstanlog_rel_ix ON public.mdl_logstore_standard_log USING btree (relateduserid)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_tim_ix                 | CREATE INDEX mdl_logsstanlog_tim_ix ON public.mdl_logstore_standard_log USING btree (timecreated)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_use_ix                 | CREATE INDEX mdl_logsstanlog_use_ix ON public.mdl_logstore_standard_log USING btree (userid)
 public     | mdl_logstore_standard_log        | mdl_logsstanlog_useconconcr_ix         | CREATE INDEX mdl_logsstanlog_useconconcr_ix ON public.mdl_logstore_standard_log USING btree (userid, contextlevel, contextinstanceid, crud, edulevel, timecreated)
 public     | mdl_lti                          | mdl_lti_cou_ix                         | CREATE INDEX mdl_lti_cou_ix ON public.mdl_lti USING btree (course)
 public     | mdl_lti                          | mdl_lti_id_pk                          | CREATE UNIQUE INDEX mdl_lti_id_pk ON public.mdl_lti USING btree (id)
 public     | mdl_lti_access_tokens            | mdl_ltiaccetoke_id_pk                  | CREATE UNIQUE INDEX mdl_ltiaccetoke_id_pk ON public.mdl_lti_access_tokens USING btree (id)
 public     | mdl_lti_access_tokens            | mdl_ltiaccetoke_tok_uix                | CREATE UNIQUE INDEX mdl_ltiaccetoke_tok_uix ON public.mdl_lti_access_tokens USING btree (token)
 public     | mdl_lti_access_tokens            | mdl_ltiaccetoke_typ_ix                 | CREATE INDEX mdl_ltiaccetoke_typ_ix ON public.mdl_lti_access_tokens USING btree (typeid)
 public     | mdl_lti_coursevisible            | mdl_lticour_cou_ix                     | CREATE INDEX mdl_lticour_cou_ix ON public.mdl_lti_coursevisible USING btree (courseid)
 public     | mdl_lti_coursevisible            | mdl_lticour_id_pk                      | CREATE UNIQUE INDEX mdl_lticour_id_pk ON public.mdl_lti_coursevisible USING btree (id)
 public     | mdl_lti_coursevisible            | mdl_lticour_typ_ix                     | CREATE INDEX mdl_lticour_typ_ix ON public.mdl_lti_coursevisible USING btree (typeid)
 public     | mdl_lti_submission               | mdl_ltisubm_id_pk                      | CREATE UNIQUE INDEX mdl_ltisubm_id_pk ON public.mdl_lti_submission USING btree (id)
 public     | mdl_lti_submission               | mdl_ltisubm_lti_ix                     | CREATE INDEX mdl_ltisubm_lti_ix ON public.mdl_lti_submission USING btree (ltiid)
 public     | mdl_lti_tool_proxies             | mdl_ltitoolprox_gui_uix                | CREATE UNIQUE INDEX mdl_ltitoolprox_gui_uix ON public.mdl_lti_tool_proxies USING btree (guid)
 public     | mdl_lti_tool_proxies             | mdl_ltitoolprox_id_pk                  | CREATE UNIQUE INDEX mdl_ltitoolprox_id_pk ON public.mdl_lti_tool_proxies USING btree (id)
 public     | mdl_lti_tool_settings            | mdl_ltitoolsett_cou2_ix                | CREATE INDEX mdl_ltitoolsett_cou2_ix ON public.mdl_lti_tool_settings USING btree (coursemoduleid)
 public     | mdl_lti_tool_settings            | mdl_ltitoolsett_cou_ix                 | CREATE INDEX mdl_ltitoolsett_cou_ix ON public.mdl_lti_tool_settings USING btree (course)
 public     | mdl_lti_tool_settings            | mdl_ltitoolsett_id_pk                  | CREATE UNIQUE INDEX mdl_ltitoolsett_id_pk ON public.mdl_lti_tool_settings USING btree (id)
 public     | mdl_lti_tool_settings            | mdl_ltitoolsett_too_ix                 | CREATE INDEX mdl_ltitoolsett_too_ix ON public.mdl_lti_tool_settings USING btree (toolproxyid)
 public     | mdl_lti_tool_settings            | mdl_ltitoolsett_typ_ix                 | CREATE INDEX mdl_ltitoolsett_typ_ix ON public.mdl_lti_tool_settings USING btree (typeid)
 public     | mdl_lti_types                    | mdl_ltitype_cli_uix                    | CREATE UNIQUE INDEX mdl_ltitype_cli_uix ON public.mdl_lti_types USING btree (clientid)
 public     | mdl_lti_types                    | mdl_ltitype_cou_ix                     | CREATE INDEX mdl_ltitype_cou_ix ON public.mdl_lti_types USING btree (course)
 public     | mdl_lti_types                    | mdl_ltitype_id_pk                      | CREATE UNIQUE INDEX mdl_ltitype_id_pk ON public.mdl_lti_types USING btree (id)
 public     | mdl_lti_types                    | mdl_ltitype_too_ix                     | CREATE INDEX mdl_ltitype_too_ix ON public.mdl_lti_types USING btree (tooldomain)
 public     | mdl_lti_types_categories         | mdl_ltitypecate_cat_ix                 | CREATE INDEX mdl_ltitypecate_cat_ix ON public.mdl_lti_types_categories USING btree (categoryid)
 public     | mdl_lti_types_categories         | mdl_ltitypecate_id_pk                  | CREATE UNIQUE INDEX mdl_ltitypecate_id_pk ON public.mdl_lti_types_categories USING btree (id)
 public     | mdl_lti_types_categories         | mdl_ltitypecate_typ_ix                 | CREATE INDEX mdl_ltitypecate_typ_ix ON public.mdl_lti_types_categories USING btree (typeid)
 public     | mdl_lti_types_config             | mdl_ltitypeconf_id_pk                  | CREATE UNIQUE INDEX mdl_ltitypeconf_id_pk ON public.mdl_lti_types_config USING btree (id)
 public     | mdl_lti_types_config             | mdl_ltitypeconf_typ_ix                 | CREATE INDEX mdl_ltitypeconf_typ_ix ON public.mdl_lti_types_config USING btree (typeid)
 public     | mdl_ltiservice_gradebookservices | mdl_ltisgrad_gracou_ix                 | CREATE INDEX mdl_ltisgrad_gracou_ix ON public.mdl_ltiservice_gradebookservices USING btree (gradeitemid, courseid)
 public     | mdl_ltiservice_gradebookservices | mdl_ltisgrad_id_pk                     | CREATE UNIQUE INDEX mdl_ltisgrad_id_pk ON public.mdl_ltiservice_gradebookservices USING btree (id)
 public     | mdl_ltiservice_gradebookservices | mdl_ltisgrad_lti_ix                    | CREATE INDEX mdl_ltisgrad_lti_ix ON public.mdl_ltiservice_gradebookservices USING btree (ltilinkid)
 public     | mdl_matrix_room                  | mdl_matrroom_com_ix                    | CREATE INDEX mdl_matrroom_com_ix ON public.mdl_matrix_room USING btree (commid)
 public     | mdl_matrix_room                  | mdl_matrroom_id_pk                     | CREATE UNIQUE INDEX mdl_matrroom_id_pk ON public.mdl_matrix_room USING btree (id)
 public     | mdl_message                      | mdl_mess_id_pk                         | CREATE UNIQUE INDEX mdl_mess_id_pk ON public.mdl_message USING btree (id)
 public     | mdl_message                      | mdl_mess_usetimnot2_ix                 | CREATE INDEX mdl_mess_usetimnot2_ix ON public.mdl_message USING btree (useridto, timeusertodeleted, notification)
 public     | mdl_message                      | mdl_mess_usetimnot_ix                  | CREATE INDEX mdl_mess_usetimnot_ix ON public.mdl_message USING btree (useridfrom, timeuserfromdeleted, notification)
 public     | mdl_message                      | mdl_mess_useusetimtim_ix               | CREATE INDEX mdl_mess_useusetimtim_ix ON public.mdl_message USING btree (useridfrom, useridto, timeuserfromdeleted, timeusertodeleted)
 public     | mdl_message_airnotifier_devices  | mdl_messairndevi_id_pk                 | CREATE UNIQUE INDEX mdl_messairndevi_id_pk ON public.mdl_message_airnotifier_devices USING btree (id)
 public     | mdl_message_airnotifier_devices  | mdl_messairndevi_use_uix               | CREATE UNIQUE INDEX mdl_messairndevi_use_uix ON public.mdl_message_airnotifier_devices USING btree (userdeviceid)
 public     | mdl_message_contact_requests     | mdl_messcontrequ_id_pk                 | CREATE UNIQUE INDEX mdl_messcontrequ_id_pk ON public.mdl_message_contact_requests USING btree (id)
 public     | mdl_message_contact_requests     | mdl_messcontrequ_req_ix                | CREATE INDEX mdl_messcontrequ_req_ix ON public.mdl_message_contact_requests USING btree (requesteduserid)
